0.5,0.5,0.768562401,0.520547945,0.761904762,0.666666667,0,0.222222222
0,0,0.047393365,0.01369863,0.047619048,0,1,0.962962963
0,0,0.118483412,0.02739726,0.095238095,0.333333333,1,0.888888889
0.5,0.5,0.781990521,0.525114155,0.761904762,0.666666667,0,0.185185185
0.5,0.5,0.673775671,0.484018265,0.666666667,0.666666667,0.333333333,0.259259259
0,0,0.071090047,0.01826484,0.047619048,0,1,0.925925926
0.5,0.5,0.592417062,0.452054795,0.571428571,0.666666667,0.333333333,0.333333333
0.5,0.5,0.605845182,0.456621005,0.571428571,0.666666667,0.333333333,0.333333333
1,1,0.819905213,0.894977169,0.80952381,0.666666667,0,0.111111111
1,1,0.90521327,0.945205479,0.904761905,1,0,0.074074074
0.5,0.5,0.362559242,0.356164384,0.333333333,0.333333333,0.333333333,0.481481481
0.5,0.5,0.646919431,0.470319635,0.619047619,0.666666667,0.333333333,0.296296296
0,0,0.28436019,0.068493151,0.285714286,0.333333333,0.666666667,0.777777778
0.5,0.5,0.605845182,0.456621005,0.571428571,0.666666667,0.333333333,0.333333333
0,0,0.071090047,0.01826484,0.047619048,0,1,0.925925926
0.5,0.5,0.375987362,0.360730594,0.333333333,0.333333333,0.333333333,0.481481481
0.5,0.5,0.497630332,0.410958904,0.476190476,0.666666667,0.333333333,0.407407407
0.5,0.5,0.457345972,0.397260274,0.428571429,0.333333333,0.333333333,0.407407407
1,1,0.838862559,0.904109589,0.80952381,0.666666667,0,0.111111111
0.5,0.5,0.213270142,0.296803653,0.19047619,0.333333333,0.666666667,0.592592593
0.5,0.5,0.281200632,0.324200913,0.238095238,0.333333333,0.333333333,0.555555556
0,0,0.521327014,0.123287671,0.523809524,0.666666667,0.666666667,0.592592593
0,0,0.450236967,0.105022831,0.428571429,0.333333333,0.666666667,0.62962963
0.5,0.5,0.402843602,0.374429224,0.380952381,0.333333333,0.333333333,0.444444444
0,0,0.236966825,0.054794521,0.238095238,0.333333333,0.666666667,0.814814815
0.5,0.5,0.416271722,0.378995434,0.380952381,0.333333333,0.333333333,0.444444444
0.5,0.5,0.457345972,0.397260274,0.428571429,0.333333333,0.333333333,0.407407407
0.5,0.5,0.443127962,0.388127854,0.428571429,0.333333333,0.333333333,0.444444444
0.5,0.5,0.484202212,0.406392694,0.476190476,0.333333333,0.333333333,0.407407407
0.5,0.5,0.281200632,0.324200913,0.238095238,0.333333333,0.333333333,0.555555556
0,0,0.213270142,0.050228311,0.19047619,0.333333333,0.666666667,0.814814815
0,0,0.28436019,0.068493151,0.285714286,0.333333333,0.666666667,0.777777778
0.5,0.5,0.429699842,0.383561644,0.428571429,0.333333333,0.333333333,0.444444444
0.5,0.5,0.578988942,0.442922374,0.571428571,0.666666667,0.333333333,0.333333333
0.5,0.5,0.308056872,0.333333333,0.285714286,0.333333333,0.333333333,0.518518519
0.5,0.5,0.578988942,0.442922374,0.571428571,0.666666667,0.333333333,0.333333333
0.5,0.5,0.294628752,0.328767123,0.285714286,0.333333333,0.333333333,0.518518519
0,0,0.592417062,0.136986301,0.571428571,0.666666667,0.333333333,0.518518519
0.5,0.5,0.362559242,0.356164384,0.333333333,0.333333333,0.333333333,0.481481481
0.5,0.5,0.552132701,0.433789954,0.523809524,0.666666667,0.333333333,0.37037037
0.5,0.5,0.673775671,0.484018265,0.666666667,0.666666667,0.333333333,0.259259259
0,0,0.28436019,0.068493151,0.285714286,0.333333333,0.666666667,0.777777778
0,0,0.236966825,0.054794521,0.238095238,0.333333333,0.666666667,0.814814815
0.5,0.5,0.308056872,0.333333333,0.285714286,0.333333333,0.333333333,0.518518519
0.5,0.5,0.348341232,0.351598174,0.333333333,0.333333333,0.333333333,0.481481481
1,1,0.914691943,0.949771689,0.904761905,1,0,0.037037037
0.5,0.5,0.524486572,0.424657534,0.523809524,0.666666667,0.333333333,0.37037037
0,0,0.28436019,0.068493151,0.285714286,0.333333333,0.666666667,0.777777778
0.5,0.5,0.253554502,0.315068493,0.238095238,0.333333333,0.666666667,0.555555556
0,0,0.09478673,0.02283105,0.095238095,0,1,0.925925926
0.5,0.5,0.240126382,0.305936073,0.238095238,0.333333333,0.666666667,0.555555556
0.5,0.5,0.308056872,0.333333333,0.285714286,0.333333333,0.333333333,0.518518519
0,0,0.260663507,0.059360731,0.238095238,0.333333333,0.666666667,0.777777778
1,1,0.924170616,0.9543379,0.904761905,1,0,0.037037037
0,0,0.213270142,0.050228311,0.19047619,0.333333333,0.666666667,0.814814815
0,0,0.09478673,0.02283105,0.095238095,0,1,0.925925926
0.5,0.5,0.199842022,0.292237443,0.19047619,0.333333333,0.666666667,0.592592593
0.5,0.5,0.334913112,0.347031963,0.333333333,0.333333333,0.333333333,0.518518519
0,0,0.308056872,0.073059361,0.285714286,0.333333333,0.666666667,0.740740741
0.5,0.5,0.781990521,0.525114155,0.761904762,0.666666667,0,0.185185185
0.5,0.5,0.375987362,0.360730594,0.333333333,0.333333333,0.333333333,0.481481481
0,0,0.260663507,0.059360731,0.238095238,0.333333333,0.666666667,0.777777778
0,0,0.18957346,0.0456621,0.19047619,0.333333333,0.666666667,0.851851852
0.5,0.5,0.497630332,0.410958904,0.476190476,0.666666667,0.333333333,0.407407407
0,0,0.09478673,0.02283105,0.095238095,0,1,0.925925926
0.5,0.5,0.213270142,0.296803653,0.19047619,0.333333333,0.666666667,0.592592593
0,0,0.355450237,0.082191781,0.333333333,0.333333333,0.666666667,0.703703704
0,0,0.18957346,0.0456621,0.19047619,0.333333333,0.666666667,0.851851852
0,0,0.236966825,0.054794521,0.238095238,0.333333333,0.666666667,0.814814815
0.5,0.5,0.402843602,0.374429224,0.380952381,0.333333333,0.333333333,0.444444444
0.5,0.5,0.470774092,0.401826484,0.428571429,0.333333333,0.333333333,0.407407407
0,0,0.09478673,0.02283105,0.095238095,0,1,0.925925926
0.5,0.5,0.537914692,0.429223744,0.523809524,0.666666667,0.333333333,0.37037037
0,0,0.09478673,0.02283105,0.095238095,0,1,0.925925926
0.5,0.5,0.334913112,0.347031963,0.333333333,0.333333333,0.333333333,0.518518519
1,1,0.924170616,0.9543379,0.904761905,1,0,0.037037037
0,0,0.023696682,0.00456621,0,0,1,0.962962963
0,0,0.28436019,0.068493151,0.285714286,0.333333333,0.666666667,0.777777778
0,0,0.118483412,0.02739726,0.095238095,0.333333333,1,0.888888889
0,0,0.09478673,0.02283105,0.095238095,0,1,0.925925926
0.5,0.5,0.484202212,0.406392694,0.476190476,0.333333333,0.333333333,0.407407407
0,0,0,0,0,0,1,1
0,0,0.213270142,0.050228311,0.19047619,0.333333333,0.666666667,0.814814815
0,0,0.331753555,0.077625571,0.333333333,0.333333333,0.666666667,0.740740741
0,0,0.118483412,0.02739726,0.095238095,0.333333333,1,0.888888889
0,0,0.18957346,0.0456621,0.19047619,0.333333333,0.666666667,0.851851852
0,0,0.165876777,0.04109589,0.142857143,0.333333333,1,0.851851852
0.5,0.5,0.308056872,0.333333333,0.285714286,0.333333333,0.333333333,0.518518519
0.5,0.5,0.511058452,0.415525114,0.476190476,0.666666667,0.333333333,0.37037037
0.5,0.5,0.443127962,0.388127854,0.428571429,0.333333333,0.333333333,0.444444444
0,0,0.213270142,0.050228311,0.19047619,0.333333333,0.666666667,0.814814815
0,0,0.142180095,0.03196347,0.142857143,0.333333333,1,0.888888889
0,0,0.18957346,0.0456621,0.19047619,0.333333333,0.666666667,0.851851852
0,0,0.402843602,0.095890411,0.380952381,0.333333333,0.666666667,0.666666667
0.5,0.5,0.565560821,0.438356164,0.523809524,0.666666667,0.333333333,0.333333333
0.5,0.5,0.308056872,0.333333333,0.285714286,0.333333333,0.333333333,0.518518519
0.5,0.5,0.416271722,0.378995434,0.380952381,0.333333333,0.333333333,0.444444444
0,0,0.450236967,0.105022831,0.428571429,0.333333333,0.666666667,0.62962963
0,0,0.213270142,0.050228311,0.19047619,0.333333333,0.666666667,0.814814815
0,0,0.142180095,0.03196347,0.142857143,0.333333333,1,0.888888889
0,0,0.165876777,0.04109589,0.142857143,0.333333333,1,0.851851852
0.5,0.5,0.226698262,0.301369863,0.19047619,0.333333333,0.666666667,0.592592593
0.5,0.5,0.362559242,0.356164384,0.333333333,0.333333333,0.333333333,0.481481481
0,0,0.308056872,0.073059361,0.285714286,0.333333333,0.666666667,0.740740741
0.5,0.5,0.226698262,0.301369863,0.19047619,0.333333333,0.666666667,0.592592593
0,0,0.521327014,0.123287671,0.523809524,0.666666667,0.666666667,0.592592593
0.5,0.5,0.402843602,0.374429224,0.380952381,0.333333333,0.333333333,0.444444444
0,0,0.308056872,0.073059361,0.285714286,0.333333333,0.666666667,0.740740741
0.5,0.5,0.294628752,0.328767123,0.285714286,0.333333333,0.333333333,0.518518519
0,0,0.402843602,0.095890411,0.380952381,0.333333333,0.666666667,0.666666667
0,0,0.355450237,0.082191781,0.333333333,0.333333333,0.666666667,0.703703704
0.5,0.5,0.470774092,0.401826484,0.428571429,0.333333333,0.333333333,0.407407407
0,0,0.118483412,0.02739726,0.095238095,0.333333333,1,0.888888889
0,0,0.165876777,0.04109589,0.142857143,0.333333333,1,0.851851852
0,0,0.18957346,0.0456621,0.19047619,0.333333333,0.666666667,0.851851852
0,0,0.047393365,0.01369863,0.047619048,0,1,0.962962963
0,0,0.28436019,0.068493151,0.285714286,0.333333333,0.666666667,0.777777778
0.5,0.5,0.375987362,0.360730594,0.333333333,0.333333333,0.333333333,0.481481481
0,0,0.402843602,0.095890411,0.380952381,0.333333333,0.666666667,0.666666667
0.5,0.5,0.592417062,0.452054795,0.571428571,0.666666667,0.333333333,0.333333333
0,0,0.236966825,0.054794521,0.238095238,0.333333333,0.666666667,0.814814815
0.5,0.5,0.294628752,0.328767123,0.285714286,0.333333333,0.333333333,0.518518519
0.5,0.5,0.308056872,0.333333333,0.285714286,0.333333333,0.333333333,0.518518519
0.5,0.5,0.321484992,0.342465753,0.285714286,0.333333333,0.333333333,0.518518519
0.5,0.5,0.281200632,0.324200913,0.238095238,0.333333333,0.333333333,0.555555556
0,0,0.379146919,0.086757991,0.380952381,0.333333333,0.666666667,0.703703704
0,0,0.09478673,0.02283105,0.095238095,0,1,0.925925926
0,0,0.426540284,0.100456621,0.428571429,0.333333333,0.666666667,0.666666667
0.5,0.5,0.552132701,0.433789954,0.523809524,0.666666667,0.333333333,0.37037037
0,0,0.473933649,0.109589041,0.476190476,0.333333333,0.666666667,0.62962963
0.5,0.5,0.470774092,0.401826484,0.428571429,0.333333333,0.333333333,0.407407407
0.5,0.5,0.429699842,0.383561644,0.428571429,0.333333333,0.333333333,0.444444444
0,0,0.331753555,0.077625571,0.333333333,0.333333333,0.666666667,0.740740741
0,0,0.308056872,0.073059361,0.285714286,0.333333333,0.666666667,0.740740741
0.5,0.5,0.334913112,0.347031963,0.333333333,0.333333333,0.333333333,0.518518519
0,0,0.308056872,0.073059361,0.285714286,0.333333333,0.666666667,0.740740741
0,0,0.236966825,0.054794521,0.238095238,0.333333333,0.666666667,0.814814815
0.5,0.5,0.321484992,0.342465753,0.285714286,0.333333333,0.333333333,0.518518519
0.5,0.5,0.321484992,0.342465753,0.285714286,0.333333333,0.333333333,0.518518519
0,0,0.213270142,0.050228311,0.19047619,0.333333333,0.666666667,0.814814815
0.5,0.5,0.402843602,0.374429224,0.380952381,0.333333333,0.333333333,0.444444444
0,0,0.071090047,0.01826484,0.047619048,0,1,0.925925926
0,0,0.379146919,0.086757991,0.380952381,0.333333333,0.666666667,0.703703704
0.5,0.5,0.470774092,0.401826484,0.428571429,0.333333333,0.333333333,0.407407407
0.5,0.5,0.281200632,0.324200913,0.238095238,0.333333333,0.333333333,0.555555556
0.5,0.5,0.348341232,0.351598174,0.333333333,0.333333333,0.333333333,0.481481481
0,0,0.165876777,0.04109589,0.142857143,0.333333333,1,0.851851852
0,0,0.09478673,0.02283105,0.095238095,0,1,0.925925926
0.5,0.5,0.619273302,0.461187215,0.619047619,0.666666667,0.333333333,0.296296296
0,0,0.165876777,0.04109589,0.142857143,0.333333333,1,0.851851852
0.5,0.5,0.511058452,0.415525114,0.476190476,0.666666667,0.333333333,0.37037037
0,0,0.260663507,0.059360731,0.238095238,0.333333333,0.666666667,0.777777778
0,0,0.236966825,0.054794521,0.238095238,0.333333333,0.666666667,0.814814815
0,0,0.355450237,0.082191781,0.333333333,0.333333333,0.666666667,0.703703704
0.5,0.5,0.389415482,0.369863014,0.380952381,0.333333333,0.333333333,0.481481481
0,0,0.331753555,0.077625571,0.333333333,0.333333333,0.666666667,0.740740741
0.5,0.5,0.253554502,0.315068493,0.238095238,0.333333333,0.666666667,0.555555556
0.5,0.5,0.240126382,0.305936073,0.238095238,0.333333333,0.666666667,0.555555556
0.5,0.5,0.565560821,0.438356164,0.523809524,0.666666667,0.333333333,0.333333333
0.5,0.5,0.524486572,0.424657534,0.523809524,0.666666667,0.333333333,0.37037037
0,0,0.047393365,0.01369863,0.047619048,0,1,0.962962963
0,0,0.28436019,0.068493151,0.285714286,0.333333333,0.666666667,0.777777778
0,0,0.18957346,0.0456621,0.19047619,0.333333333,0.666666667,0.851851852
0.5,0.5,0.294628752,0.328767123,0.285714286,0.333333333,0.333333333,0.518518519
0,0,0.18957346,0.0456621,0.19047619,0.333333333,0.666666667,0.851851852
0.5,0.5,0.253554502,0.315068493,0.238095238,0.333333333,0.666666667,0.555555556
0.5,0.5,0.294628752,0.328767123,0.285714286,0.333333333,0.333333333,0.518518519
0,0,0.18957346,0.0456621,0.19047619,0.333333333,0.666666667,0.851851852
1,1,0.924170616,0.9543379,0.904761905,1,0,0.037037037
0,0,0.047393365,0.01369863,0.047619048,0,1,0.962962963
0.5,0.5,0.768562401,0.520547945,0.761904762,0.666666667,0,0.222222222
0.5,0.5,0.389415482,0.369863014,0.380952381,0.333333333,0.333333333,0.481481481
0.5,0.5,0.795418641,0.534246575,0.761904762,0.666666667,0,0.185185185
0,0,0.260663507,0.059360731,0.238095238,0.333333333,0.666666667,0.777777778
0.5,0.5,0.267772512,0.319634703,0.238095238,0.333333333,0.333333333,0.555555556
0,0,0.260663507,0.059360731,0.238095238,0.333333333,0.666666667,0.777777778
0.5,0.5,0.253554502,0.315068493,0.238095238,0.333333333,0.666666667,0.555555556
0,0,0.118483412,0.02739726,0.095238095,0.333333333,1,0.888888889
0.5,0.5,0.768562401,0.520547945,0.761904762,0.666666667,0,0.222222222
0.5,0.5,0.768562401,0.520547945,0.761904762,0.666666667,0,0.222222222
0,0,0.28436019,0.068493151,0.285714286,0.333333333,0.666666667,0.777777778
0.5,0.5,0.511058452,0.415525114,0.476190476,0.666666667,0.333333333,0.37037037
0.5,0.5,0.253554502,0.315068493,0.238095238,0.333333333,0.666666667,0.555555556
0,0,0.18957346,0.0456621,0.19047619,0.333333333,0.666666667,0.851851852
0.5,0.5,0.375987362,0.360730594,0.333333333,0.333333333,0.333333333,0.481481481
0.5,0.5,0.240126382,0.305936073,0.238095238,0.333333333,0.666666667,0.555555556
